,cpi,ridge,lasso,ada,gbr,rf,et,set,min,max,w_avg,w_avg_best
2010-01-01,,0.6403151802457026,0.7123023956547985,0.5258533792999645,0.07412799571044829,0.2855869254445722,0.4631565931509851,day,0.07412799571044829,0.7123023956547985,0.4616782787006801,0.6080100908833009
2010-01-02,,0.6668031881503866,0.7187542693690157,0.5258533792999645,0.07412799571044829,0.28672097510064964,0.4712319391917791,day,0.07412799571044829,0.7187542693690157,0.4697325430714691,0.6220513721449203
2010-01-03,,0.6673832060141884,0.7187542693690157,0.5258533792999645,0.07412799571044829,0.28959470278974697,0.4712319391917791,day,0.07412799571044829,0.7187542693690157,0.47027085733627894,0.6222561970822461
2010-01-04,,0.6588927854873701,0.7160744605601668,0.5258533792999645,0.1355587900302958,0.28834966197813605,0.42809531080937346,day,0.1355587900302958,0.7160744605601668,0.47042618075678844,0.6047172061767118
2010-01-05,,0.6574861441581805,0.7160744605601668,0.5258533792999645,0.16931774702144292,0.2990854701554979,0.49213603927117533,day,0.16931774702144292,0.7160744605601668,0.4887163759007882,0.6244935802452535
2010-01-06,,0.6463232125312768,0.7160744605601668,0.5258533792999645,0.1819832152695623,0.2941561208711539,0.4201511785444019,day,0.1819832152695623,0.7160744605601668,0.47507670701413146,0.5977636017307267
2010-01-07,,0.6406177217137832,0.7160744605601668,0.5258533792999645,0.12055242094971472,0.2941561208711539,0.4201511785444019,day,0.12055242094971472,0.7160744605601668,0.46375429160519405,0.5957487899946767
2010-01-08,,0.5766386800622176,0.6999447762746236,0.5258533792999645,0.12055242094971472,0.2941561208711539,0.41777208807671357,day,0.12055242094971472,0.6999447762746236,0.4476475874977611,0.5670747644996423
2010-01-09,,0.5772977912710835,0.6999447762746236,0.5564533649882655,0.08679346395856762,0.2842990137446624,0.3480844348488239,day,0.08679346395856762,0.6999447762746236,0.4321626862477951,0.5452467872862617
2010-01-10,,0.5779569024799498,0.6999447762746236,0.5564533649882655,0.07412799571044829,0.2842990137446624,0.3480844348488239,day,0.07412799571044829,0.6999447762746236,0.4301923740646276,0.5454795428968595
